rule,side,activation,giveback,hard_stop,max_hold,trades,mean_exit_ret,median_exit_ret,p10_exit_ret,p25_exit_ret,win_rate,mean_mfe,mean_mae,capture_ratio,score
L_pullback_ema_reclaim,long,18,0.65,6,30,55,2.9563691586619245,-2.868579052701814,-6.0,-6.0,0.45454545454545453,12.268363736828306,-8.447461828353408,0.24097501688731504,-3.0436308413380755
L_pullback_ema_reclaim,long,25,0.5,9,240,48,5.954924808263805,-9.0,-9.0,-9.0,0.4583333333333333,32.717408786358966,-18.31211640581014,0.18201089356277572,-3.0450751917361947
L_pullback_ema_reclaim,long,35,0.25,9,60,54,5.952937931785298,4.1761664973767765,-9.0,-9.0,0.5370370370370371,16.442119166737708,-10.933066750771145,0.36205417753132757,-3.047062068214702
L_pullback_ema_reclaim,long,12,0.65,6,60,54,2.9495044074463173,-6.0,-6.0,-6.0,0.48148148148148145,16.442119166737708,-10.933066750771145,0.17938712020851572,-3.0504955925536827
L_pullback_ema_reclaim,long,18,0.25,6,120,55,2.9069859246355443,-6.0,-6.0,-6.0,0.43636363636363634,23.262615237946317,-13.946470743202257,0.1249638484280833,-3.0930140753644557
L_pullback_ema_reclaim,long,18,0.25,6,60,55,2.900770899664307,-6.0,-6.0,-6.0,0.45454545454545453,16.809040394391197,-10.73664346172698,0.17257207024335725,-3.099229100335693
L_pullback_ema_reclaim,long,12,0.5,6,60,54,2.848445409042691,-6.0,-6.0,-6.0,0.48148148148148145,16.442119166737708,-10.933066750771145,0.17324077146971884,-3.151554590957309
L_pullback_ema_reclaim,long,35,0.35,9,60,54,5.778886304919805,4.1761664973767765,-9.0,-9.0,0.5370370370370371,16.442119166737708,-10.933066750771145,0.35146846013684485,-3.221113695080195
L_pullback_ema_reclaim,long,35,0.5,9,60,54,5.778886304919805,4.1761664973767765,-9.0,-9.0,0.5370370370370371,16.442119166737708,-10.933066750771145,0.35146846013684485,-3.221113695080195
L_pullback_ema_reclaim,long,18,0.35,6,60,55,2.76308827472321,-6.0,-6.0,-6.0,0.45454545454545453,16.809040394391197,-10.73664346172698,0.1643810836248089,-3.23691172527679
L_pullback_ema_reclaim,long,18,0.25,6,240,55,2.6589552690784024,-6.0,-6.0,-6.0,0.41818181818181815,35.57257290952811,-16.418818349988694,0.07474734188727185,-3.3410447309215976
L_pullback_ema_reclaim,long,18,0.35,6,120,55,2.6502357081643595,-6.0,-6.0,-6.0,0.43636363636363634,23.262615237946317,-13.946470743202257,0.11392681695741828,-3.3497642918356405
L_pullback_ema_reclaim,long,25,0.25,9,60,55,5.5947921002041126,7.7918612408272026,-9.0,-9.0,0.5818181818181818,16.809040394391197,-10.73664346172698,0.33284422958915433,-3.4052078997958874
L_pullback_ema_reclaim,long,12,0.65,6,30,55,2.591563861252811,-2.868579052701814,-6.0,-6.0,0.45454545454545453,12.268363736828306,-8.447461828353408,0.21123956844165093,-3.408436138747189
L_pullback_ema_reclaim,long,35,0.65,9,60,54,5.575905706286782,4.1761664973767765,-9.0,-9.0,0.5370370370370371,16.442119166737708,-10.933066750771145,0.339123299724454,-3.4240942937132184
L_pullback_ema_reclaim,long,35,0.35,6,120,51,2.5078541340714806,-6.0,-6.0,-6.0,0.3333333333333333,20.402386140228824,-14.862016306047167,0.12291964855652682,-3.4921458659285194
L_pullback_ema_reclaim,long,25,0.5,6,120,50,2.484243574803624,-6.0,-6.0,-6.0,0.36,19.837665330506923,-15.136261170746021,0.125228626121809,-3.515756425196376
L_pullback_ema_reclaim,long,18,0.35,6,240,55,2.4022050526072176,-6.0,-6.0,-6.0,0.41818181818181815,35.57257290952811,-16.418818349988694,0.0675296965085083,-3.5977949473927824
