entry_id,archetype,channel,side,novel_dim,n_exits_tested,best_score,median_score,best_exit,best_exit_family,best_tp,best_sl,best_triggers
E018,oi_pump_low_premium_long,OI_Price,long,oi_change_pct>=8; premium_bps_in_-5_5,100,0.056033,-0.093029,fixed_tp1_sl1_symmetric,fixed,0.2,4.48,878
E021,oi_pump_btc_bull_long,OI_Price,long,oi_change_pct>=8; btc_24h_pct>=0,100,0.056033,-0.093029,fixed_tp1_sl1_symmetric,fixed,0.2,4.48,878
E027,oi_pump_first_signal_long,OI_Price,long,burst_count_5m=1; oi_change_pct>=8,100,0.056033,-0.093029,fixed_tp1_sl1_symmetric,fixed,0.2,4.48,878
E030,oi_pump_persistent_oi_long,OI_Price,long,oi_change_pct>=8; oi_continues_rising_60s,100,0.056033,-0.093029,fixed_tp1_sl1_symmetric,fixed,0.2,4.48,878
E111,oi_pump_funding_normalized_long,OI_Price,long,oi_change_pct>=8; funding_in_-0.01_0.01,99,0.056033,-0.093029,fixed_tp1_sl1_symmetric,fixed,0.2,4.48,878
E120,oi_pump_2x_avg_volume_long,OI_Price,long,oi_change_pct>=8; volume_2x_avg,99,0.056033,-0.093029,fixed_tp1_sl1_symmetric,fixed,0.2,4.48,878
E102,oi_pump_taker_buy_extreme_short_pretrend_neg,OI_Price,short,oi_change_pct>=8; taker_buy_ratio_5m>=0.7; pretrend_5m_neg,99,0.036118,-0.103466,fixed_tp1_sl1_symmetric,fixed,0.2,4.91,611
E162,r6_pump_session_asia_short,Reserved6,short,side_event=pump; session=Asian,99,0.024536,-0.116065,fixed_tp1_sl1_symmetric,fixed,0.24,2.92,39
E001,oi_overcrowded_continuation_short,OI_Price,short,oi_change_pct>=15; price_5m_neg,100,-0.001877,-0.117071,fixed_tp1_sl1_symmetric,fixed,0.2,4.4,406
E002,oi_overcrowded_reversal_short,OI_Price,short,oi_change_pct>=15; price_5m_pos,100,-0.001877,-0.117071,fixed_tp1_sl1_symmetric,fixed,0.2,4.4,406
E117,oi_pump_session_asia_short,OI_Price,short,oi_change_pct>=8; session=Asian,99,-0.003115,-0.125957,fixed_tp1_sl1_symmetric,fixed,0.2,4.4,334
E116,oi_pump_session_us_long,OI_Price,long,oi_change_pct>=8; session=US,99,-0.010306,-0.14559,fixed_tp1_sl1_symmetric,fixed,0.2,4.17,224
E033,oi_pump_top_trader_long_short,OI_Price,short,oi_change_pct>=8; top_trader_position_ratio_high,100,-0.016285,-0.154558,fixed_tp1_sl1_symmetric,fixed,0.2,2.42,238
E025,oi_pump_low_liquidity_avoid,OI_Price,both,liquidity_bucket=low,100,-0.026467,-0.130495,fixed_tp1_sl1_symmetric,fixed,0.2,3.86,420
E034,oi_pump_global_short_ratio_long,OI_Price,long,oi_change_pct>=8; global_short_ratio_high,100,-0.033933,-0.173178,fixed_tp1_sl1_symmetric,fixed,0.24,4.17,159
E024,oi_change_diverge_taker_short,OI_Price,short,oi_change_pct>=5; taker_buy_ratio_5m<=0.45,100,-0.058551,-0.093675,fixed_tp1_sl1_symmetric,fixed,0.24,0.74,70
E109,oi_pump_high_premium_immediate_short,OI_Price,short,delay_seconds=0; oi_change_pct>=8; premium_bps>=20,99,-0.060096,-0.195786,fixed_tp1_sl1_symmetric,fixed,0.2,4.87,226
E110,oi_pump_high_premium_delayed_short,OI_Price,short,delay_seconds=60; oi_change_pct>=8; premium_bps>=20,99,-0.060096,-0.195786,fixed_tp1_sl1_symmetric,fixed,0.2,4.87,226
E032,oi_pump_top_trader_short_long,OI_Price,long,oi_change_pct>=8; top_trader_position_ratio_dec,100,-0.070137,-0.167101,fixed_tp1_sl1_symmetric,fixed,0.2,4.52,155
E029,oi_pump_volume_low_short,OI_Price,short,oi_change_pct>=8; volume_pct_below_p25,100,-0.071805,-0.144349,fixed_tp1_sl1_symmetric,fixed,0.2,2.65,296
E017,oi_pump_high_premium_short,OI_Price,short,oi_change_pct>=10; premium_bps>=20,100,-0.074148,-0.195024,fixed_tp1_sl1_symmetric,fixed,0.2,4.87,206
E007,oi_low_vol_fakeout_short,OI_Price,short,oi_change_pct>=10; volume_pct_below_p25,100,-0.083639,-0.147123,fixed_tp1_sl1_symmetric,fixed,0.2,2.65,293
E123,oi_pump_oi_ranked_long,OI_Price,long,oi_change_pct>=8; oi_pct_top_decile,99,-0.085031,-0.176161,fixed_tp1_sl1_symmetric,fixed,0.2,4.48,141
E035,oi_pump_global_long_ratio_short,OI_Price,short,oi_change_pct>=8; global_long_ratio_extreme,100,-0.180611,-0.197865,trail_atr_2,trail,0.2,0.2,109
