strategy_id,strategy_family,channel,event_type,side,entry_timing,exit_family,horizon_min,sample_size,sample_tier,median_net_pct,p10_net_pct,stress_fee_slippage_median_net_pct,stress_latency_median_net_pct,walk_forward_positive_rate_pct,top_symbol_share_pct,robust_score,stability_score,baseline_lift_median_pct,strategy_similarity_cluster_id,future_safety_pass,decision
v6_a93b55ec727afd11ee,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_68d45d5adb65b4e025,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_4cafaf9131a5fa15ae,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_6095d6ed4d760caa35,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_70327a5ef3d481e192,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_b9f738cff9434f70bb,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_bb73024af9a98b1345,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_46b6b0d8acedaa90e2,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_ad0d5877b9906f9008,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_23585fea734f2370cf,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_fbcc788562aced0654,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_d59608c3ba73f36232,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_8cf962af89162555c7,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_27cd4160f05f72727c,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_c7973f70c437b94b77,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_64f47fb65e67ec50be,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_04258c8d0af9618342,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_f33931b6b646f94a7d,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_4c09f9f6ea46170efa,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
